plot_id,loc_name,long_in_degrees,lat_in_degrees,start_date,end_date,climate_classification,depth_in_m,temp_degC_percentage_missing_values,no_of_data,net_no_of_data,daily_a_mean,daily_gm_mean,daily_median,daily_ninetieth_perc,weekly_a_mean,weekly_gm_mean,weekly_median,weekly_ninetieth_perc,biweekly_a_mean,biweekly_gm_mean,biweekly_median,biweekly_ninetieth_perc,monthly_a_mean,monthly_gm_mean,monthly_median,monthly_ninetieth_perc,annual_a_mean,annual_gm_mean,annual_median,annual_ninetieth_perc,contributor,database,study,spatial_blocks,duration_in_years
160,Australia,151.4654,-21.4552,3/11/2016 14:00,9/14/2019 0:00,Subtropical,2.6,4.860046064,184525,175557,0.841187676,0.779323712,0.77,1.2302,1.602118478,1.521006694,1.485,2.21709,2.077426087,1.99959743,1.90515,2.629,2.76042093,2.681740797,2.65,3.53848,8.31815,8.283959407,8.2106,9.11634,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_30,3.510730594
162,Australia,151.4654,-21.4547,12/7/2013 0:09,9/16/2019 0:00,Subtropical,8,1.549876122,303121,298423,0.504886954,0.479576803,0.4804,0.7306,0.976818543,0.950968346,0.93115,1.31061,1.277896026,1.248914496,1.2616,1.6621,1.833297183,1.772395259,1.8723,2.433,7.08655,7.078506016,7.0769,7.4493,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_30,5.778065068
164,Australia,151.6414,-21.4072,3/11/2016 0:04,9/14/2019 0:00,Subtropical,1.5,11.66985856,184321,162811,0.697737676,0.658967323,0.6804,0.9903,1.245394565,1.217802994,1.2604,1.6205,1.546057609,1.520010392,1.5357,1.8906,2.106918605,2.071561273,2.0807,2.5848,7.188075,7.183841317,7.06875,7.46589,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_22,3.512321157
166,Australia,151.6384,-21.4054,3/11/2016 0:00,9/14/2019 0:00,Subtropical,8,7.899939873,184609,170025,0.540561076,0.517692761,0.5301,0.7409,0.965972826,0.938791066,0.941,1.2342,1.257977174,1.235754859,1.23575,1.5517,1.771939535,1.738966307,1.792,2.23246,6.9719,6.963260342,6.891,7.36111,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_22,3.512328767
168,Australia,152.4465,-21.2965,11/20/2011 14:00,11/30/2013 13:50,Subtropical,7.8,0.800344879,106704,105850,0.383377628,0.361341766,0.3645,0.5419,0.839456604,0.806755975,0.8129,1.20205,1.150379245,1.113954447,1.1429,1.58436,1.67776,1.630672162,1.6849,2.1361,4.926466667,3.932064519,6.4931,6.84782,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_22,2.03011796
169,Australia,152.5502,-21.1085,11/20/2011 0:02,1/4/2016 23:57,Subtropical,8.3,5.569850229,216864,204785,0.443957399,0.398059124,0.4239,0.7074,0.878756019,0.845758695,0.8774,1.20055,1.152747222,1.120294489,1.1102,1.53724,1.608701961,1.560322819,1.5543,2.1194,5.4029,5.046090822,6.0756,6.37658,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_22,4.12875761
171,Australia,152.3069,-21.9471,9/3/2013 0:03,1/12/2020 0:00,Subtropical,1.7,6.209908435,334079,313333,1.118224451,1.041621662,1.0904,1.6707,1.922333133,1.888115564,1.8909,2.39063,2.310871084,2.282696519,2.2996,2.78155,2.908246154,2.871388309,2.95565,3.5381,8.239614286,8.22203145,8.3447,8.84048,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_22,6.361638128
172,Australia,152.3168,-21.9612,1/16/2016 14:10,1/12/2020 13:50,Subtropical,9,3.589966016,209807,202275,0.337503498,0.322713902,0.3301,0.4606,0.696421531,0.674688548,0.671,0.92056,0.945159048,0.914899882,0.9012,1.2277,1.503789796,1.432578642,1.4706,2.15138,6.4783,6.477521926,6.4638,6.5866,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_22,3.99174277
173,Australia,150.3807,-21.0266,1/21/2012 0:01,9/20/2019 13:50,Subtropical,9,25.89007762,403139,298766,0.33708,0.317558906,0.3202,0.4703,0.734189369,0.695193343,0.6804,1.0073,1.044598675,0.984460249,1.0002,1.4762,1.608640278,1.496846816,1.61075,2.17449,6.3822,5.899672695,6.9044,7.63218,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_30,7.670070396
174,Australia,145.8652,-16.0398,12/2/2015 0:00,2/8/2020 0:00,Tropical,2,3.236862635,78193,75662,0.829602569,0.71241358,0.7099,1.4463,1.518903846,1.424269754,1.48045,2.20222,1.9373525,1.870289081,1.83555,2.7152,2.495210526,2.438018314,2.4795,3.17608,6.4161,6.215403315,6.4161,7.68986,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_35,4.189041096
175,Australia,145.8688,-16.0384,2/10/2012 0:03,4/28/2012 15:53,Tropical,10.2,3.439959669,220177,212603,0.404207461,0.318472178,0.2902,0.83032,0.849566667,0.740024406,0.7102,1.49158,1.158014545,1.042101813,1.03595,1.86723,1.709415686,1.603078948,1.6419,2.3416,5.64668,5.494895956,5.9617,6.66514,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_35,0.215506088
176,Australia,115.4534,-20.5301,2/10/2012 0:03,4/28/2012 15:53,Subtropical,7.7,5.022951977,11328,10759,0.570510127,0.510453494,0.4853,0.92496,1.25525,1.177463725,1.1636,1.73805,1.87175,1.811252611,1.7331,2.4412,2.561733333,2.452464227,2.4561,3.31178,3.803,3.803,3.803,3.803,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_37,0.215506088
177,Australia,159.0684,-31.5623,2/28/2009 0:04,4/7/2013 23:55,Subtropical,8.3,1.670194593,215424,211826,0.449603133,0.411796237,0.4073,0.7201,1.232386512,1.160487629,1.1423,1.87814,1.681249074,1.585430711,1.60475,2.41085,2.341914,2.226881519,2.11225,3.41166,7.13274,5.961340416,8.4087,9.05068,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_12,4.109686073
178,Australia,146.0871,-16.6891,3/28/1996 0:00,11/15/2008 13:30,Tropical,2.5,20.59012043,221548,175931,0.885382753,0.819753118,0.8236,1.38,1.823178062,1.758659673,1.7538,2.45,2.348385766,2.283034621,2.31345,3.141,3.048121705,2.981473972,3.057,3.90928,8.052569231,7.76845274,8.74,9.77056,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_35,12.64526256
179,Australia,146.1107,-16.6461,3/28/1996 0:00,11/15/2008 13:30,Tropical,7.2,21.21004216,221546,174556,0.745711571,0.670142281,0.68,1.2381,1.617586965,1.545746264,1.569,2.25472,2.100591111,2.027454976,2.06045,2.76176,2.787680952,2.73100429,2.73825,3.4675,8.155366667,8.083558852,8.5414,9.1465,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_35,12.64526256
181,Australia,123.0423,-12.1991,11/6/2008 0:00,4/16/2009 15:30,Tropical,3,2.628865979,7760,7556,1.458314198,1.365605108,1.4327,2.1589,2.375658333,2.311535297,2.3552,3.13047,2.9849,2.927625351,3.0127,3.63097,3.477183333,3.406680399,3.65055,3.9842,5.5936,5.5936,5.5936,5.5936,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_39,0.442979452
182,Australia,122.9996,-12.2245,11/6/2008 0:08,7/13/2010 15:58,Tropical,5.1,7.280368764,88512,82068,1.008565366,0.925121595,0.9543,1.5906,1.777340909,1.705450372,1.7745,2.36204,2.276777273,2.223342281,2.1473,2.98039,2.950185714,2.888697987,2.9625,3.5888,6.66565,6.662830637,6.66565,6.82073,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_39,1.684113394
183,Australia,122.969,-12.2247,7/15/2010 0:02,3/3/2011 15:52,Tropical,5.1,6.558752998,33360,31172,0.952068966,0.874095211,0.87,1.499,1.896764706,1.82967518,1.95,2.378,2.307058824,2.257294404,2.17,2.976,2.89,2.879997326,2.875,3.235,6.97,6.97,6.97,6.97,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_39,0.63468417
184,Australia,122.9898,-12.2396,7/15/2010 0:08,9/9/2011 23:58,Tropical,4.7,3.380068457,60768,58714,2.203885071,2.107530562,2.1179,3.02742,3.644,3.585804642,3.5926,4.414,4.247354839,4.186494532,4.2458,5.1959,4.77822,4.725622497,4.5427,5.64128,9.0705,8.940683611,9.0705,10.29378,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_39,1.156145358
185,Australia,136.8196,-12.0742,5/12/2018 14:40,12/10/2019 0:00,Tropical,4.5,1.660220961,83001,81623,0.948705709,0.889928407,0.8606,1.45403,1.644460241,1.572797764,1.5511,2.37578,2.08962619,2.007929431,2.0615,2.6599,2.76152,2.679077312,2.79705,3.34044,7.18025,7.179746274,7.18025,7.24829,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_41,1.579147641
186,Australia,96.8174,-11.8297,4/6/2002 0:30,5/31/2008 23:22,Tropical,10,49.23079775,53952,27391,0.403715909,0.400222277,0.4,0.7,0.78690303,0.735968042,0.724,1.1,1.024590361,0.958988028,0.924,1.5,1.397717949,1.325278398,1.271,2.1026,3.4426,3.228062046,3.343,4.8,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_32,6.158774734
187,Australia,136.8911,-12.4161,4/28/2018 0:00,8/31/2019 14:20,Tropical,2.9,2.779838929,55255,53719,1.131491293,1.02474725,1.041,1.7938,1.994656364,1.903207845,2.042,2.76266,2.451296429,2.378442712,2.4624,3.155,3.2054,3.130864268,3.4032,3.92984,5.75555,5.23020748,5.75555,7.67743,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_41,1.344101979
188,Australia,151.0707,-23.1578,5/10/2011 14:09,4/30/2020 0:00,Subtropical,4.2,56.22992364,471948,206572,0.540191724,0.50887521,0.52035,0.7606,1.118263158,1.066467017,1.0509,1.54318,1.515057547,1.432976617,1.4661,2.23625,2.191318,2.044350533,2.236,3.20097,7.64208,5.099902242,8.4239,10.86936,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_22,8.979206621
189,Australia,115.5136,-21.0774,11/17/2010 0:05,4/29/2012 23:58,Subtropical,3.2,42.20985901,76032,43939,1.137542703,1.027854592,1.0153,1.85869,2.260627778,2.126520306,2.2699,3.36379,2.977737037,2.868315258,2.9393,4.01342,3.880592857,3.683930275,3.5216,5.21178,8.42015,8.309960346,8.42015,9.50635,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_37,1.452041476
190,Australia,115.4654,-20.9599,2/12/2011 16:02,9/19/2011 15:52,Subtropical,3.8,13.41007103,31536,27307,0.921118182,0.880096954,0.8833,1.29746,1.803071875,1.72179538,1.6193,2.51935,2.42905,2.316381492,2.49285,2.91975,3.1295375,2.935534112,2.8412,4.13578,10.5406,10.5406,10.5406,10.5406,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_37,0.599980974
191,Australia,150.6576,-2.7426,8/5/2011 0:00,2/17/2012 0:00,Tropical,10,0.924646615,9409,9322,0.322159391,0.272691114,0.2795,0.5991,0.724431034,0.700633025,0.679,1.08232,0.85738,0.871224024,0.8388,1.27406,1.146857143,1.094155134,1.1982,1.50972,1.997,1.997,1.997,1.997,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_43,0.536986301
192,Australia,115.7061,-32.3723,5/16/2012 0:00,12/21/2016 0:00,Subtropical,3,41.29041059,80641,47344,0.902944017,0.830634892,0.8806,1.33712,1.96034152,1.819027074,1.9635,2.8232,2.431519318,2.286741788,2.4638,3.44198,3.051360465,2.992389589,3.2352,4.01984,9.3586,9.264709573,9.95875,10.26554,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_45,4.602739726
193,Australia,136.2736,-13.7543,6/21/2018 0:00,10/6/2019 0:00,Tropical,2,5.84972561,67969,63993,1.138324736,1.000476858,0.9504,1.8068,2.112251471,1.931522509,1.86085,2.93423,2.899220588,2.658281349,2.5361,3.78667,4.069925,3.803712061,3.7266,5.87765,10.07945,9.598509414,10.07945,12.54053,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_41,1.293150685
195,Australia,145.4872,-16.2445,3/31/1996 0:00,3/12/2007 13:30,Tropical,0.1,22.60019173,191932,148555,0.78841399,0.716781476,0.73,1.24,1.77213969,1.689903106,1.74,2.44,2.332511013,2.248484518,2.318,3.0558,3.163121495,3.069403635,3.09,4.1566,8.663636364,8.369339748,9.61,10.353,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_35,10.95496575
196,Australia,136.5806,-12.084,4/28/2018 0:00,12/10/2019 0:00,Tropical,3.2,7.819752071,85105,78450,0.847246791,0.807311538,0.8197,1.18959,1.700855294,1.628717781,1.6993,2.3591,2.276069767,2.160727898,2.1791,3.23272,3.08177,2.973319417,2.99885,3.94737,8.3767,8.356610249,8.3767,8.84054,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_41,1.619178082
197,Australia,141.9113,-10.6031,12/17/2012 0:00,12/4/2017 0:00,Tropical,1.9,65.40009882,261073,90331,2.019576169,1.650810107,1.5776,3.9532,3.532503125,3.194839084,3.8161,5.4416,4.356197959,3.991975448,4.8514,5.96572,5.376,5.114041033,5.40665,7.26614,8.3613,8.260050098,7.4522,9.70092,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_47,4.967123288
198,Australia,149.0319,-20.171,4/20/2013 14:03,3/2/2017 0:00,Subtropical,1.6,6.150212797,203245,190745,1.032398286,0.909796232,0.9098,1.6597,1.942920398,1.824185169,1.7951,2.5194,2.569607921,2.44981124,2.3567,3.3593,3.35736875,3.200543575,3.09405,4.6817,9.388425,9.377786921,9.40885,9.85951,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,3.866889269
199,Australia,149.0377,-20.1819,3/24/2011 13:59,3/2/2017 0:00,Subtropical,9.3,3.059888539,312397,302838,0.279918767,0.266970819,0.27,0.3855,0.693875161,0.666350749,0.66615,0.98085,1.024232692,0.980610159,0.99745,1.4695,1.709984932,1.608603167,1.727,2.38804,8.245933333,8.213786106,8.04305,9.2075,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,5.943609209
200,Australia,152.2725,-23.747,9/13/2013 14:05,1/6/2020 13:50,Subtropical,1.3,2.07008911,332063,325189,2.472175965,2.217611069,2.3014,4.01724,4.396317879,4.214744754,4.2233,6.06874,5.33704,5.179807615,5.2035,7.06332,6.415712987,6.283690958,6.0747,8.3133,13.35122857,13.15338925,14.1807,14.92414,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_20,6.31777968
201,Australia,152.2747,-23.7452,9/13/2013 14:06,1/6/2020 13:50,Subtropical,7,2.840115159,332064,322633,0.754547852,0.662503919,0.66,1.3001,1.508829091,1.405381375,1.44125,2.2511,1.919572121,1.823206925,1.8601,2.74234,2.561820779,2.475046595,2.5501,3.3101,7.728871429,7.640546582,8.0304,8.411,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_20,6.317777778
202,Australia,143.8767,-9.4732,12/14/2011 0:00,11/3/2020 0:00,Tropical,3,57.21997301,467571,200027,1.201604202,0.935532977,1.10615,2.1868,2.180937073,1.843246723,2.1472,3.55008,2.696894175,2.359022432,2.6383,4.05388,3.371908,3.094002133,3.33295,4.94699,7.00984,6.619088536,7.0491,9.608,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_49,8.895890411
204,Australia,143.8767,-9.1395,12/14/2011 0:02,11/3/2020 0:00,Tropical,5.1,56.91994123,467569,201429,1.26854902,1.131999708,1.14455,2.0675,2.265155122,2.126317411,2.1574,3.277,2.774387379,2.647125093,2.6447,3.79126,3.341982,3.187541369,3.17895,4.46419,6.91928,6.519544544,7.0593,9.1836,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_49,8.895886606
205,Australia,115.5829,-20.6295,11/16/2010 0:07,2/3/2012 23:57,Subtropical,9,35.9593969,63936,40945,0.631169085,0.580032649,0.5941,0.96968,1.268491489,1.218150633,1.2612,1.62988,1.606691667,1.537154829,1.5029,2.06725,2.1627,2.063437838,1.9989,3.23556,6.4047,6.090275994,6.4047,7.99038,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_37,1.219159056
206,Australia,114.1602,-21.8632,2/9/2018 0:00,2/24/2020 0:00,Subtropical,3,36.72970983,107281,67877,2.002603887,1.853693352,1.8616,3.0727,3.714296262,3.546229333,3.4228,5.05414,4.613262963,4.464915425,4.38875,5.86006,5.841868,5.676686679,5.5646,7.56452,10.21546667,8.839721745,12.6605,13.83026,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_33,2.04109589
207,Australia,152.4503,-24.7989,8/31/2001 0:00,9/4/2002 0:00,Subtropical,4,0.937270623,17711,17545,1.155559459,0.861345542,1.245,1.991,2.256528302,1.99521497,2.542,3.3062,2.881,2.681103774,2.933,3.9852,3.976076923,3.821492098,4.017,5.1864,8.585,6.008394211,8.585,13.4906,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_20,1.010958904
208,Australia,152.4267,-24.7759,8/31/2001 0:00,9/4/2002 0:00,Subtropical,4,1.45091176,17713,17456,0.95747027,0.903877697,0.934,1.3387,2.085830189,1.978413204,1.997,3.1794,2.693111111,2.591096599,2.611,3.729,3.809384615,3.723926594,3.78,4.8036,8.6555,6.174738051,8.6555,13.5079,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_20,1.010958904
210,Australia,96.8435,-12.0969,1/11/2006 17:30,1/4/2007 23:30,Tropical,3,0,8599,8599,0.977437326,0.899735558,1.1,1.5,1.567307692,1.527759885,1.5,1.9,1.888461538,1.858726663,1.8,2.35,2.258333333,2.244082626,2.2,2.5,4.7,4.7,4.7,4.7,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_32,0.981506849
211,Australia,96.8433,-12.0947,2/28/2006 0:30,1/4/2007 23:30,Tropical,10,0,7464,7464,0.523794212,0.50977365,0.4,0.8,1.008888889,0.970686948,1.1,1.38,1.273913043,1.236953284,1.1,1.74,1.754545455,1.711689586,1.8,2.2,4,4,4,4,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_32,0.851940639
212,Australia,147.9052,-19.8508,5/5/2016 0:00,10/13/2019 0:00,Tropical,2,7.05996185,180865,168096,0.65873155,0.62626483,0.6398,0.91097,1.594371667,1.524537961,1.5706,2.1726,2.216653333,2.131006516,2.09045,3.124,3.12717619,3.025195284,3.06395,4.29221,9.31955,9.117827092,9.89085,10.93196,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,3.44109589
214,Australia,123.5797,-12.5267,10/28/2008 0:00,4/12/2010 0:00,Tropical,1,0.61987524,25489,25331,1.017652444,0.925042476,0.9376,1.5821,1.800294737,1.711880249,1.8361,2.5587,2.178863158,2.072550286,2.2071,3.04313,2.667222222,2.582407097,2.8517,3.25401,4.9612,4.954698803,4.9612,5.16432,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_39,1.454908676
215,Australia,123.5741,-12.5258,10/28/2008 0:00,4/12/2010 0:00,Tropical,2,1.561457884,25489,25091,0.864353195,0.712791357,0.7171,1.6087,1.541051316,1.357371993,1.5408,2.4711,1.906497368,1.706922804,1.94785,2.94587,2.420494444,2.251051799,2.45175,3.3801,4.65145,4.65145,4.65145,4.65149,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_39,1.454908676
216,Australia,123.5565,-12.5242,11/6/2008 0:06,4/12/2010 15:56,Tropical,8.5,1.550542092,75264,74097,0.745651816,0.635017377,0.664,1.2557,1.38786,1.272000411,1.3181,2.14112,1.723215789,1.597214731,1.66015,2.34848,2.1264,2.00867923,1.9621,2.96723,4.1304,4.017072983,4.1304,4.89912,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_39,1.4320586
217,Australia,145.5817,-14.5238,9/4/2016 0:00,12/11/2018 0:00,Tropical,8,1.440037573,119233,117516,0.33736731,0.272112306,0.2602,0.69052,0.748592437,0.661037349,0.6306,1.3811,1.067036667,0.967868479,0.9858,1.5623,1.576992857,1.485724005,1.5312,2.32086,5.230933333,5.201927918,5.5646,5.6366,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_35,2.268493151
218,Australia,146.482,-18.5691,2/12/1993 0:00,9/15/1995 0:00,Tropical,0,40.1909129,45361,27130,1.891847458,1.70971971,1.69,3.14,3.187471264,3.102571786,3.07,4.534,3.892045455,3.800098009,3.82,4.974,4.662173913,4.579180507,4.63,5.69,10.87666667,10.85513076,10.97,11.522,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,2.589041096
219,Australia,146.4833,-18.5719,2/12/1993 0:00,6/18/2009 14:00,Tropical,4,8.160117799,286589,263203,1.645837311,1.495610627,1.5234,2.55538,2.899545409,2.777513103,2.75,3.993,3.621245297,3.501364302,3.444,4.92968,4.56586114,4.377273768,4.478,6.09878,11.08519412,11.0439351,11.1195,12.096,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,16.35776256
220,Australia,146.4817,-18.5783,2/12/1993 0:00,9/15/1995 0:00,Tropical,0,23.87072595,45361,34533,1.847601043,1.607469588,1.59,3.15,3.472321429,3.297833325,3.05,5.29,4.498571429,4.353667602,4.375,6.14,5.343214286,5.100714409,5.565,6.974,11.54,11.53773497,11.54,11.764,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,2.589041096
221,Australia,146.4823,-18.5691,8/3/2008 14:00,6/17/2009 13:30,Tropical,3,0.773060797,15264,15146,0.732968652,0.657636164,0.6638,1.17538,1.450697826,1.374433109,1.4155,1.94255,1.85306087,1.786442202,1.8157,2.53416,2.610863636,2.503816656,2.499,3.4167,9.7034,9.7034,9.7034,9.7034,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,0.871175799
222,Australia,146.483,-18.5718,3/30/1993 14:30,6/18/2009 14:00,Tropical,7,29.18003038,284352,201378,0.541767311,0.473810665,0.4675,0.9146,1.196345369,1.093241384,1.112,1.82196,1.637669512,1.509603954,1.61225,2.30702,2.379700629,2.184911497,2.35,3.4617,7.967570588,7.417217706,9.1904,10.0385,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,16.23007991
224,Australia,145.3115,-14.9522,5/14/1998 0:00,5/3/2008 13:30,Tropical,0,10.8599666,174844,155856,0.849373221,0.734898031,0.7078,1.4215,2.026145168,1.795488239,1.74455,3.3519,2.831630962,2.576384956,2.6,4.35308,3.890755357,3.628497908,3.681,6.03767,11.16148,11.04395646,10.9615,12.2421,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_35,9.979623288
226,Australia,142.2799,-10.6893,12/10/2013 14:00,12/3/2017 23:56,Tropical,1.3,36.72989968,209437,132511,1.646618346,1.479807666,1.4806,2.65108,2.784422222,2.62692515,2.5212,4.5879,3.487923529,3.337378088,3.20625,5.20109,4.254806061,4.109277672,4.1116,5.79834,7.46815,6.882772444,7.87315,10.24043,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_47,3.984695586
227,Australia,147.7199,-18.6534,4/30/2009 14:08,5/10/2017 13:50,Tropical,3,26.73006324,422210,309353,0.834848798,0.713062294,0.74595,1.4524,1.613989943,1.500288048,1.58085,2.38496,2.059213714,1.964259502,1.9856,2.8702,2.677520482,2.598940007,2.6393,3.43602,7.335925,6.671788429,8.0871,8.91476,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,8.032842466
228,Australia,152.664,-21.9973,9/20/2013 0:04,9/1/2020 0:00,Subtropical,2.5,6.940047555,365473,340109,1.124517603,0.967940322,1.0006,1.8986,2.049544199,1.870228473,1.96625,2.98407,2.643809341,2.472204025,2.55165,3.86649,3.390123529,3.252281264,3.0589,4.9037,9.548557143,9.50134512,9.8058,10.36278,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_22,6.953417047
229,Australia,152.6686,-21.9979,2/1/2015 0:00,8/26/2020 23:50,Subtropical,10,3.470150018,292898,282734,0.257210039,0.238235607,0.2302,0.4001,0.568305842,0.538640602,0.5402,0.8007,0.828230822,0.787342277,0.7904,1.17515,1.334413235,1.270078129,1.31535,1.9564,6.43055,6.404860986,6.22895,7.1318,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_22,5.572583714
230,Australia,147.7217,-18.6521,4/30/2009 14:18,3/20/2021 0:00,Tropical,9,37.88007966,625165,388352,0.308355982,0.303869136,0.2703,0.53975,0.744305556,0.654725161,0.6949,1.17484,1.04093348,0.951760842,0.9606,1.61326,1.547140367,1.437138903,1.4709,2.19584,4.995333333,3.54115121,5.9958,7.5819,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,11.89425799
231,Australia,147.7238,-18.6558,4/24/1999 14:00,5/2/2000 13:30,Tropical,6,1.237458194,17940,17718,0.28928,0.253886102,0.25,0.496,0.677407407,0.618927674,0.595,1.054,0.955925926,0.87623463,0.95,1.402,1.399230769,1.348332128,1.47,1.742,3.86,3.015211435,3.86,5.788,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_51,1.024600457
232,Australia,105.668,-10.4295,11/24/2009 17:27,6/19/2017 23:59,Tropical,2.5,73.37004721,398033,105996,0.609336948,0.561372894,0.5998,0.88,1.125187963,1.074954023,1.11,1.626,1.389767273,1.326152987,1.3096,1.932,1.732677778,1.653651881,1.7994,2.422,3.576,3.504767137,3.3489,4.31778,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_53,7.573348554
233,Australia,105.6672,-10.4287,11/24/2009 17:07,6/19/2017 23:58,Tropical,12,55.12010812,398058,178648,0.441740913,0.370719946,0.3404,0.8323,0.955989674,0.835103808,0.7556,1.74013,1.289406452,1.136928816,1.0212,2.1445,1.661651111,1.479115505,1.4376,2.70882,3.70122,3.55923738,4.2802,4.51558,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_53,7.573384703
234,Australia,119.384,-17.3552,10/13/2018 16:00,10/19/2019 15:59,Tropical,2.9,17.07004343,534240,443045,0.881919624,0.778039752,0.7952,1.5004,1.639314815,1.516868263,1.5004,2.45667,2.116103704,1.94827429,1.8105,3.0328,2.698384615,2.505836974,2.0906,4.2991,4.3761,3.587717759,4.3761,6.38066,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_55,1.016436454
235,Australia,119.3834,-17.3562,10/13/2018 16:00,10/19/2019 15:59,Tropical,5.5,14.97005091,534240,454264,0.840996237,0.755001787,0.7708,1.3615,1.64035,1.533303561,1.4616,2.56091,2.145351852,2.025259099,2.0423,3.00934,2.709169231,2.565915912,2.3125,4.27072,4.49505,3.779841523,4.49505,6.44125,NA,The Australian Institute of Marine Scien,The Australian Institute of Marine Scien,spatial_block_55,1.016436454
